[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11.26MiB / 3.871GiB, 0.28%, 136MB / 98.6MB, 0B / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.37%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.93%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.28%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 180kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.37%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.93%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.46%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.13%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.47%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.28%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.46%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.13%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.47%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.28%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.27%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.58%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.27%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.58%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.41%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.26%, 29.41MiB / 500MiB, 5.88%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.97%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.41%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.26%, 29.41MiB / 500MiB, 5.88%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.97%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.34%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.43%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.40%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.29%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.34%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.43%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.40%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.29%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.34%, 11.29MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.40%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 420kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.08%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.11%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.22%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.08%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.11%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.129MiB / 50MiB, 8.26%, 181kB / 300kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.22%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.906MiB / 125MiB, 4.72%, 597kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.08%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.07%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.906MiB / 125MiB, 4.72%, 598kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.75%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.07%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.906MiB / 125MiB, 4.72%, 598kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.75%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.49%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.906MiB / 125MiB, 4.72%, 598kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.41%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.49%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.906MiB / 125MiB, 4.72%, 598kB / 340kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.41%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.70%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.87%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.54%, 5.906MiB / 125MiB, 4.72%, 598kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.67%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.70%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.87%, 29.29MiB / 500MiB, 5.86%, 2.38MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.54%, 5.906MiB / 125MiB, 4.72%, 598kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.67%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.12%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.74%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.69%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.906MiB / 125MiB, 4.72%, 598kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.10%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.12%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.74%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.69%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.906MiB / 125MiB, 4.72%, 598kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.10%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.91%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
