[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.527MiB / 3.871GiB, 0.24%, 19.2MB / 14MB, 0B / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.46%, 9.699MiB / 3.871GiB, 0.24%, 26MB / 19.1MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 27.5kB / 41kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.33MiB / 500MiB, 5.07%, 316kB / 58kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.812MiB / 125MiB, 4.65%, 83.6kB / 47kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.47%, 10.88MiB / 3.871GiB, 0.27%, 18.8MB / 26MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.04%, 9.699MiB / 3.871GiB, 0.24%, 26.1MB / 19.1MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 27.5kB / 41kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.33MiB / 500MiB, 5.07%, 316kB / 58kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.812MiB / 125MiB, 4.65%, 83.6kB / 47kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.47%, 10.88MiB / 3.871GiB, 0.27%, 18.8MB / 26MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.04%, 9.699MiB / 3.871GiB, 0.24%, 26.1MB / 19.1MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 27.5kB / 41kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.33MiB / 500MiB, 5.07%, 316kB / 58kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.812MiB / 125MiB, 4.65%, 83.6kB / 47kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.47%, 10.88MiB / 3.871GiB, 0.27%, 18.8MB / 26MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.05%, 9.699MiB / 3.871GiB, 0.24%, 26.2MB / 19.2MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 27.5kB / 41kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.11%, 25.33MiB / 500MiB, 5.07%, 316kB / 58kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.812MiB / 125MiB, 4.65%, 83.8kB / 47.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 120.03%, 10.88MiB / 3.871GiB, 0.27%, 18.8MB / 26.1MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.05%, 9.699MiB / 3.871GiB, 0.24%, 26.2MB / 19.2MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 27.5kB / 41kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.11%, 25.33MiB / 500MiB, 5.07%, 316kB / 58kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.812MiB / 125MiB, 4.65%, 83.8kB / 47.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 120.03%, 10.88MiB / 3.871GiB, 0.27%, 18.8MB / 26.1MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.66%, 9.699MiB / 3.871GiB, 0.24%, 26.3MB / 19.3MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 27.5kB / 41kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.72%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.812MiB / 125MiB, 4.65%, 83.8kB / 47.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.33%, 10.88MiB / 3.871GiB, 0.27%, 18.9MB / 26.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.66%, 9.699MiB / 3.871GiB, 0.24%, 26.3MB / 19.3MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 27.5kB / 41kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.72%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.812MiB / 125MiB, 4.65%, 83.8kB / 47.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.33%, 10.88MiB / 3.871GiB, 0.27%, 18.9MB / 26.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.81%, 9.699MiB / 3.871GiB, 0.24%, 26.4MB / 19.3MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.812MiB / 125MiB, 4.65%, 84kB / 47.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 114.66%, 10.88MiB / 3.871GiB, 0.27%, 19MB / 26.3MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.81%, 9.699MiB / 3.871GiB, 0.24%, 26.4MB / 19.3MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.812MiB / 125MiB, 4.65%, 84kB / 47.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 114.66%, 10.88MiB / 3.871GiB, 0.27%, 19MB / 26.3MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.98%, 9.699MiB / 3.871GiB, 0.24%, 26.5MB / 19.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.812MiB / 125MiB, 4.65%, 84kB / 47.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 127.40%, 10.88MiB / 3.871GiB, 0.27%, 19MB / 26.4MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.98%, 9.699MiB / 3.871GiB, 0.24%, 26.5MB / 19.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.812MiB / 125MiB, 4.65%, 84kB / 47.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 127.40%, 10.88MiB / 3.871GiB, 0.27%, 19MB / 26.4MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.50%, 9.699MiB / 3.871GiB, 0.24%, 26.6MB / 19.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.44%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.812MiB / 125MiB, 4.65%, 84.3kB / 47.3kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.29%, 10.88MiB / 3.871GiB, 0.27%, 19.1MB / 26.5MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.50%, 9.699MiB / 3.871GiB, 0.24%, 26.6MB / 19.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.44%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.812MiB / 125MiB, 4.65%, 84.3kB / 47.3kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.29%, 10.88MiB / 3.871GiB, 0.27%, 19.1MB / 26.5MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.50%, 9.699MiB / 3.871GiB, 0.24%, 26.6MB / 19.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.44%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.812MiB / 125MiB, 4.65%, 84.3kB / 47.3kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.29%, 10.88MiB / 3.871GiB, 0.27%, 19.1MB / 26.5MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.11%, 9.703MiB / 3.871GiB, 0.24%, 26.7MB / 19.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.21%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.812MiB / 125MiB, 4.65%, 84.3kB / 47.3kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.41%, 10.88MiB / 3.871GiB, 0.27%, 19.2MB / 26.6MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.11%, 9.703MiB / 3.871GiB, 0.24%, 26.7MB / 19.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.6kB / 41.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.21%, 25.34MiB / 500MiB, 5.07%, 318kB / 58.4kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.812MiB / 125MiB, 4.65%, 84.3kB / 47.3kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.41%, 10.88MiB / 3.871GiB, 0.27%, 19.2MB / 26.6MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.78%, 9.703MiB / 3.871GiB, 0.24%, 26.8MB / 19.6MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.03%, 2.012MiB / 50MiB, 4.02%, 27.7kB / 41.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 25.34MiB / 500MiB, 5.07%, 320kB / 58.8kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.812MiB / 125MiB, 4.65%, 84.5kB / 47.4kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 127.80%, 10.88MiB / 3.871GiB, 0.27%, 19.2MB / 26.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.78%, 9.703MiB / 3.871GiB, 0.24%, 26.8MB / 19.6MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.03%, 2.012MiB / 50MiB, 4.02%, 27.7kB / 41.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 25.34MiB / 500MiB, 5.07%, 320kB / 58.8kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.812MiB / 125MiB, 4.65%, 84.5kB / 47.4kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 127.80%, 10.88MiB / 3.871GiB, 0.27%, 19.2MB / 26.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.89%, 9.703MiB / 3.871GiB, 0.24%, 26.8MB / 19.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.7kB / 41.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.34MiB / 500MiB, 5.07%, 320kB / 58.8kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.812MiB / 125MiB, 4.65%, 84.5kB / 47.4kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 108.90%, 10.88MiB / 3.871GiB, 0.27%, 19.3MB / 26.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.89%, 9.703MiB / 3.871GiB, 0.24%, 26.8MB / 19.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.7kB / 41.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.34MiB / 500MiB, 5.07%, 320kB / 58.8kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.812MiB / 125MiB, 4.65%, 84.5kB / 47.4kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 108.90%, 10.88MiB / 3.871GiB, 0.27%, 19.3MB / 26.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.45%, 9.703MiB / 3.871GiB, 0.24%, 26.9MB / 19.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 27.7kB / 41.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
