[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53kB / 90kB, 1.29MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.5MiB / 500MiB, 5.10%, 818kB / 148kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.27%, 5.723MiB / 3.703GiB, 0.15%, 45.9MB / 34.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.43%, 6.562MiB / 3.703GiB, 0.17%, 33.2MB / 45.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.5MiB / 500MiB, 5.10%, 818kB / 148kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 20.47%, 5.723MiB / 3.703GiB, 0.15%, 45.9MB / 34.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.93%, 6.562MiB / 3.703GiB, 0.17%, 33.2MB / 45.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.5MiB / 500MiB, 5.10%, 818kB / 148kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 20.47%, 5.723MiB / 3.703GiB, 0.15%, 45.9MB / 34.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.93%, 6.562MiB / 3.703GiB, 0.17%, 33.2MB / 45.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.5MiB / 500MiB, 5.10%, 818kB / 148kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 20.47%, 5.723MiB / 3.703GiB, 0.15%, 45.9MB / 34.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.93%, 6.562MiB / 3.703GiB, 0.17%, 33.2MB / 45.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.5MiB / 500MiB, 5.10%, 818kB / 148kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.65%, 5.723MiB / 3.703GiB, 0.15%, 46MB / 34.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 53.66%, 6.562MiB / 3.703GiB, 0.17%, 33.3MB / 45.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.37%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.93%, 25.51MiB / 500MiB, 5.10%, 818kB / 148kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.65%, 5.723MiB / 3.703GiB, 0.15%, 46MB / 34.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 53.66%, 6.562MiB / 3.703GiB, 0.17%, 33.3MB / 45.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.37%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.93%, 25.51MiB / 500MiB, 5.10%, 818kB / 148kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 21.66%, 5.723MiB / 3.703GiB, 0.15%, 46MB / 34.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.62%, 6.562MiB / 3.703GiB, 0.17%, 33.3MB / 45.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.7kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 21.66%, 5.723MiB / 3.703GiB, 0.15%, 46MB / 34.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.62%, 6.562MiB / 3.703GiB, 0.17%, 33.3MB / 45.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 212kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.92%, 5.723MiB / 3.703GiB, 0.15%, 46MB / 34.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 51.72%, 6.562MiB / 3.703GiB, 0.17%, 33.3MB / 45.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.555MiB / 125MiB, 4.44%, 213kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.92%, 5.723MiB / 3.703GiB, 0.15%, 46MB / 34.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 51.72%, 6.562MiB / 3.703GiB, 0.17%, 33.3MB / 45.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.555MiB / 125MiB, 4.44%, 213kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.14%, 5.723MiB / 3.703GiB, 0.15%, 46.1MB / 34.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.78%, 6.434MiB / 3.703GiB, 0.17%, 33.3MB / 45.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.13%, 5.555MiB / 125MiB, 4.44%, 213kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.14%, 5.723MiB / 3.703GiB, 0.15%, 46.1MB / 34.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.78%, 6.434MiB / 3.703GiB, 0.17%, 33.3MB / 45.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.13%, 5.555MiB / 125MiB, 4.44%, 213kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 21.26%, 5.723MiB / 3.703GiB, 0.15%, 46.1MB / 34.4MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 52.75%, 6.434MiB / 3.703GiB, 0.17%, 33.4MB / 45.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 213kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.44%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 21.26%, 5.723MiB / 3.703GiB, 0.15%, 46.1MB / 34.4MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 52.75%, 6.434MiB / 3.703GiB, 0.17%, 33.4MB / 45.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 213kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.44%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 21.26%, 5.723MiB / 3.703GiB, 0.15%, 46.1MB / 34.4MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 52.75%, 6.434MiB / 3.703GiB, 0.17%, 33.4MB / 45.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 213kB / 125kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.32%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.74%, 5.723MiB / 3.703GiB, 0.15%, 46.2MB / 34.4MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.55%, 6.434MiB / 3.703GiB, 0.17%, 33.4MB / 45.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 213kB / 126kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.32%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.8kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.74%, 5.723MiB / 3.703GiB, 0.15%, 46.2MB / 34.4MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.55%, 6.434MiB / 3.703GiB, 0.17%, 33.4MB / 45.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 213kB / 126kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.32%, 25.51MiB / 500MiB, 5.10%, 820kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.777MiB / 50MiB, 5.55%, 60.9kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.53%, 5.723MiB / 3.703GiB, 0.15%, 46.2MB / 34.4MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.23%, 6.434MiB / 3.703GiB, 0.17%, 33.4MB / 45.9MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.34%, 5.555MiB / 125MiB, 4.44%, 213kB / 126kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 25.52MiB / 500MiB, 5.10%, 822kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.777MiB / 50MiB, 5.55%, 60.9kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.53%, 5.723MiB / 3.703GiB, 0.15%, 46.2MB / 34.4MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.23%, 6.434MiB / 3.703GiB, 0.17%, 33.4MB / 45.9MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.34%, 5.555MiB / 125MiB, 4.44%, 213kB / 126kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 25.52MiB / 500MiB, 5.10%, 822kB / 149kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.777MiB / 50MiB, 5.55%, 60.9kB / 104kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.53%, 5.723MiB / 3.703GiB, 0.15%, 46.2MB / 34.5MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 49.13%, 6.434MiB / 3.703GiB, 0.17%, 33.5MB / 45.9MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.555MiB / 125MiB, 4.44%, 213kB / 126kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
