[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.52MiB / 50MiB, 5.04%, 2.09kB / 1.71kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.02%, 5.973MiB / 3.703GiB, 0.16%, 6.86MB / 5.21MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 96.22%, 6.746MiB / 3.703GiB, 0.18%, 5.14MB / 6.83MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.32MiB / 125MiB, 4.26%, 22.7kB / 11.6kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 9.988MiB / 50MiB, 19.98%, 5.41kB / 1.58kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 23.06MiB / 500MiB, 4.61%, 63.9kB / 13.1kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.79kB / 9.42kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.03%, 5.973MiB / 3.703GiB, 0.16%, 6.95MB / 5.29MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.48%, 6.746MiB / 3.703GiB, 0.18%, 5.21MB / 6.92MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.324MiB / 125MiB, 4.26%, 22.7kB / 11.6kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 9.988MiB / 50MiB, 19.98%, 5.41kB / 1.58kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 23.06MiB / 500MiB, 4.61%, 63.9kB / 13.1kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.79kB / 9.42kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.03%, 5.973MiB / 3.703GiB, 0.16%, 6.95MB / 5.29MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.48%, 6.746MiB / 3.703GiB, 0.18%, 5.21MB / 6.92MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.324MiB / 125MiB, 4.26%, 22.7kB / 11.6kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 9.988MiB / 50MiB, 19.98%, 5.41kB / 1.58kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 23.06MiB / 500MiB, 4.61%, 63.9kB / 13.1kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.79kB / 9.42kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 39.78%, 5.973MiB / 3.703GiB, 0.16%, 7.06MB / 5.36MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 113.72%, 6.75MiB / 3.703GiB, 0.18%, 5.28MB / 7.02MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.41%, 5.336MiB / 125MiB, 4.27%, 23kB / 11.7kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.41kB / 1.58kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.68%, 23.07MiB / 500MiB, 4.61%, 63.9kB / 13.1kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.79kB / 9.42kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 39.78%, 5.973MiB / 3.703GiB, 0.16%, 7.06MB / 5.36MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 113.72%, 6.75MiB / 3.703GiB, 0.18%, 5.28MB / 7.02MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.41%, 5.336MiB / 125MiB, 4.27%, 23kB / 11.7kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.41kB / 1.58kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.68%, 23.07MiB / 500MiB, 4.61%, 63.9kB / 13.1kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.79kB / 9.42kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.57%, 5.977MiB / 3.703GiB, 0.16%, 7.16MB / 5.44MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.84%, 6.754MiB / 3.703GiB, 0.18%, 5.36MB / 7.12MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.344MiB / 125MiB, 4.28%, 23kB / 11.7kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.79kB / 9.42kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.57%, 5.977MiB / 3.703GiB, 0.16%, 7.16MB / 5.44MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.84%, 6.754MiB / 3.703GiB, 0.18%, 5.36MB / 7.12MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.344MiB / 125MiB, 4.28%, 23kB / 11.7kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.79kB / 9.42kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.57%, 5.977MiB / 3.703GiB, 0.16%, 7.16MB / 5.44MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.84%, 6.754MiB / 3.703GiB, 0.18%, 5.36MB / 7.12MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.344MiB / 125MiB, 4.28%, 23kB / 11.7kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.78%, 5.977MiB / 3.703GiB, 0.16%, 7.24MB / 5.51MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.73%, 6.762MiB / 3.703GiB, 0.18%, 5.42MB / 7.2MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.344MiB / 125MiB, 4.28%, 23.2kB / 11.8kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.78%, 5.977MiB / 3.703GiB, 0.16%, 7.24MB / 5.51MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.73%, 6.762MiB / 3.703GiB, 0.18%, 5.42MB / 7.2MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.344MiB / 125MiB, 4.28%, 23.2kB / 11.8kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.75%, 5.98MiB / 3.703GiB, 0.16%, 7.33MB / 5.58MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 107.09%, 6.762MiB / 3.703GiB, 0.18%, 5.5MB / 7.3MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.352MiB / 125MiB, 4.28%, 23.2kB / 11.8kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.75%, 5.98MiB / 3.703GiB, 0.16%, 7.33MB / 5.58MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 107.09%, 6.762MiB / 3.703GiB, 0.18%, 5.5MB / 7.3MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.352MiB / 125MiB, 4.28%, 23.2kB / 11.8kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 38.60%, 5.98MiB / 3.703GiB, 0.16%, 7.42MB / 5.65MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.68%, 6.762MiB / 3.703GiB, 0.18%, 5.57MB / 7.39MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.355MiB / 125MiB, 4.28%, 23.2kB / 11.8kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.12%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.88%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 38.60%, 5.98MiB / 3.703GiB, 0.16%, 7.42MB / 5.65MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.68%, 6.762MiB / 3.703GiB, 0.18%, 5.57MB / 7.39MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.355MiB / 125MiB, 4.28%, 23.2kB / 11.8kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.12%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.88%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.14%, 6MiB / 3.703GiB, 0.16%, 7.52MB / 5.72MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 105.60%, 6.762MiB / 3.703GiB, 0.18%, 5.64MB / 7.49MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.355MiB / 125MiB, 4.28%, 23.4kB / 11.9kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.14%, 6MiB / 3.703GiB, 0.16%, 7.52MB / 5.72MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 105.60%, 6.762MiB / 3.703GiB, 0.18%, 5.64MB / 7.49MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.355MiB / 125MiB, 4.28%, 23.4kB / 11.9kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 23.07MiB / 500MiB, 4.61%, 66kB / 13.5kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 6.89kB / 9.65kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.14%, 6MiB / 3.703GiB, 0.16%, 7.52MB / 5.72MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 105.60%, 6.762MiB / 3.703GiB, 0.18%, 5.64MB / 7.49MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.32%, 5.355MiB / 125MiB, 4.28%, 23.7kB / 12kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.24%, 23.08MiB / 500MiB, 4.62%, 68.1kB / 13.9kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.09%, 2.523MiB / 50MiB, 5.05%, 7kB / 9.88kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.42%, 6MiB / 3.703GiB, 0.16%, 7.61MB / 5.79MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 101.22%, 6.766MiB / 3.703GiB, 0.18%, 5.71MB / 7.58MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.32%, 5.355MiB / 125MiB, 4.28%, 23.7kB / 12kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.24%, 23.08MiB / 500MiB, 4.62%, 68.1kB / 13.9kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.09%, 2.523MiB / 50MiB, 5.05%, 7kB / 9.88kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.42%, 6MiB / 3.703GiB, 0.16%, 7.61MB / 5.79MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 101.22%, 6.766MiB / 3.703GiB, 0.18%, 5.71MB / 7.58MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.32%, 5.355MiB / 125MiB, 4.28%, 23.7kB / 12kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.24%, 23.08MiB / 500MiB, 4.62%, 68.1kB / 13.9kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 7kB / 9.88kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 32.56%, 6MiB / 3.703GiB, 0.16%, 7.69MB / 5.85MB, 1.63MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 99.56%, 6.766MiB / 3.703GiB, 0.18%, 5.77MB / 7.66MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.355MiB / 125MiB, 4.28%, 23.7kB / 12kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 9.988MiB / 50MiB, 19.98%, 5.45kB / 1.63kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 23.08MiB / 500MiB, 4.62%, 68.1kB / 13.9kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 7kB / 9.88kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 32.56%, 6MiB / 3.703GiB, 0.16%, 7.69MB / 5.85MB, 1.63MB / 0B
