[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.695MiB / 50MiB, 5.39%, 15.6kB / 22.6kB, 1.29MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 36.9kB / 60.4kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.48%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 20.9MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.81%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.516MiB / 125MiB, 4.41%, 125kB / 73kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.19%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.48%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 20.9MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.77%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.38%, 5.516MiB / 125MiB, 4.41%, 125kB / 73.2kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.62%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.77%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.38%, 5.516MiB / 125MiB, 4.41%, 125kB / 73.2kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.62%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.77%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.38%, 5.516MiB / 125MiB, 4.41%, 125kB / 73.2kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.87%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.60%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.516MiB / 125MiB, 4.41%, 125kB / 73.2kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.87%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.60%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.516MiB / 125MiB, 4.41%, 125kB / 73.2kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.23%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.55%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.25%, 5.516MiB / 125MiB, 4.41%, 125kB / 73.2kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.49%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.23%, 5.852MiB / 3.703GiB, 0.15%, 28MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.55%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.8MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.25%, 5.516MiB / 125MiB, 4.41%, 125kB / 73.2kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.49%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.39%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.18%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.33%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.3kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.31%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37kB / 60.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.39%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.18%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.33%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.3kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.31%, 25.89MiB / 500MiB, 5.18%, 473kB / 86.7kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.11%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.45%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.36%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.37%, 25.89MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.11%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.45%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.36%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.37%, 25.89MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.34%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.60%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.34%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.60%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.29%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.61%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.89MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.29%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.61%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.89MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.96%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.61%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.89MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.96%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.45%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.18%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.11%, 25.9MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.96%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.45%, 6.758MiB / 3.703GiB, 0.18%, 20.4MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.18%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.4kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.11%, 25.9MiB / 500MiB, 5.18%, 475kB / 87.1kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.46%, 5.852MiB / 3.703GiB, 0.15%, 28.1MB / 21MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.24%, 6.758MiB / 3.703GiB, 0.18%, 20.5MB / 27.9MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.516MiB / 125MiB, 4.41%, 126kB / 73.5kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.27%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.59%, 26.02MiB / 500MiB, 5.20%, 477kB / 87.4kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 37.1kB / 60.9kB, 1.29MB / 0B
