[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.141MiB / 50MiB, 6.28%, 2.83kB / 1.42kB, 0B / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.81kB / 8.88kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.10%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.18%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.51%, 8.25MiB / 3.871GiB, 0.21%, 5.51MB / 4.04MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.10%, 4.258MiB / 125MiB, 3.41%, 20.3kB / 10.6kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 126.51%, 12.07MiB / 3.871GiB, 0.30%, 3.98MB / 5.5MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.81kB / 8.88kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.85%, 8.254MiB / 3.871GiB, 0.21%, 5.61MB / 4.11MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.09%, 4.262MiB / 125MiB, 3.41%, 20.3kB / 10.6kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 117.52%, 12.08MiB / 3.871GiB, 0.30%, 4.04MB / 5.58MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.81kB / 8.88kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.85%, 8.254MiB / 3.871GiB, 0.21%, 5.61MB / 4.11MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.09%, 4.262MiB / 125MiB, 3.41%, 20.3kB / 10.6kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 117.52%, 12.08MiB / 3.871GiB, 0.30%, 4.04MB / 5.58MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.81kB / 8.88kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.13%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.20%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.53%, 8.258MiB / 3.871GiB, 0.21%, 5.7MB / 4.18MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.10%, 4.27MiB / 125MiB, 3.42%, 20.3kB / 10.6kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.08%, 12.09MiB / 3.871GiB, 0.30%, 4.11MB / 5.67MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.81kB / 8.88kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.13%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.20%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.53%, 8.258MiB / 3.871GiB, 0.21%, 5.7MB / 4.18MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.10%, 4.27MiB / 125MiB, 3.42%, 20.3kB / 10.6kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.08%, 12.09MiB / 3.871GiB, 0.30%, 4.11MB / 5.67MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.81kB / 8.88kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.30%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.28%, 8.258MiB / 3.871GiB, 0.21%, 5.8MB / 4.25MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.19%, 4.273MiB / 125MiB, 3.42%, 20.7kB / 10.9kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.83%, 12.09MiB / 3.871GiB, 0.31%, 4.19MB / 5.78MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.81kB / 8.88kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.30%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.28%, 8.258MiB / 3.871GiB, 0.21%, 5.8MB / 4.25MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.19%, 4.273MiB / 125MiB, 3.42%, 20.7kB / 10.9kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.83%, 12.09MiB / 3.871GiB, 0.31%, 4.19MB / 5.78MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.03%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.24%, 8.258MiB / 3.871GiB, 0.21%, 5.89MB / 4.32MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.14%, 4.289MiB / 125MiB, 3.43%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.20%, 12.1MiB / 3.871GiB, 0.31%, 4.25MB / 5.87MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.03%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 61.7kB / 12.2kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.24%, 8.258MiB / 3.871GiB, 0.21%, 5.89MB / 4.32MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.14%, 4.289MiB / 125MiB, 3.43%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.20%, 12.1MiB / 3.871GiB, 0.31%, 4.25MB / 5.87MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.17%, 23.11MiB / 500MiB, 4.62%, 63.8kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.33%, 8.27MiB / 3.871GiB, 0.21%, 5.98MB / 4.39MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.08%, 4.297MiB / 125MiB, 3.44%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 124.57%, 12.1MiB / 3.871GiB, 0.31%, 4.32MB / 5.96MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.17%, 23.11MiB / 500MiB, 4.62%, 63.8kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.33%, 8.27MiB / 3.871GiB, 0.21%, 5.98MB / 4.39MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.08%, 4.297MiB / 125MiB, 3.44%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 124.57%, 12.1MiB / 3.871GiB, 0.31%, 4.32MB / 5.96MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.17%, 23.11MiB / 500MiB, 4.62%, 63.8kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.33%, 8.27MiB / 3.871GiB, 0.21%, 5.98MB / 4.39MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.08%, 4.297MiB / 125MiB, 3.44%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 124.57%, 12.1MiB / 3.871GiB, 0.31%, 4.32MB / 5.96MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 63.8kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 17.37%, 8.27MiB / 3.871GiB, 0.21%, 6.06MB / 4.46MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.09%, 4.32MiB / 125MiB, 3.46%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 116.18%, 12.1MiB / 3.871GiB, 0.31%, 4.39MB / 6.04MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 63.8kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 17.37%, 8.27MiB / 3.871GiB, 0.21%, 6.06MB / 4.46MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.09%, 4.32MiB / 125MiB, 3.46%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 116.18%, 12.1MiB / 3.871GiB, 0.31%, 4.39MB / 6.04MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.10%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.15%, 23.11MiB / 500MiB, 4.62%, 63.8kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.50%, 8.27MiB / 3.871GiB, 0.21%, 6.15MB / 4.53MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.10%, 4.328MiB / 125MiB, 3.46%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 118.20%, 12.1MiB / 3.871GiB, 0.31%, 4.46MB / 6.15MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 7.92kB / 9.11kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.10%, 9.332MiB / 50MiB, 18.66%, 4.16kB / 1.48kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.15%, 23.11MiB / 500MiB, 4.62%, 63.8kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.50%, 8.27MiB / 3.871GiB, 0.21%, 6.15MB / 4.53MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.10%, 4.328MiB / 125MiB, 3.46%, 20.9kB / 11kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 118.20%, 12.1MiB / 3.871GiB, 0.31%, 4.46MB / 6.15MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.05%, 3.184MiB / 50MiB, 6.37%, 8.24kB / 9.52kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 4.23kB / 1.54kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.20%, 23.11MiB / 500MiB, 4.62%, 63.9kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.57%, 8.27MiB / 3.871GiB, 0.21%, 6.25MB / 4.6MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.27%, 4.332MiB / 125MiB, 3.47%, 21.5kB / 11.4kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 122.04%, 12.11MiB / 3.871GiB, 0.31%, 4.53MB / 6.23MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.05%, 3.184MiB / 50MiB, 6.37%, 8.24kB / 9.52kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 4.23kB / 1.54kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.20%, 23.11MiB / 500MiB, 4.62%, 63.9kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.57%, 8.27MiB / 3.871GiB, 0.21%, 6.25MB / 4.6MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.27%, 4.332MiB / 125MiB, 3.47%, 21.5kB / 11.4kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 122.04%, 12.11MiB / 3.871GiB, 0.31%, 4.53MB / 6.23MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 8.24kB / 9.52kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 4.23kB / 1.54kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 63.9kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.74%, 8.27MiB / 3.871GiB, 0.21%, 6.35MB / 4.67MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.08%, 4.332MiB / 125MiB, 3.47%, 21.5kB / 11.4kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 124.92%, 12.11MiB / 3.871GiB, 0.31%, 4.6MB / 6.33MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 8.24kB / 9.52kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 4.23kB / 1.54kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 23.11MiB / 500MiB, 4.62%, 63.9kB / 12.6kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.74%, 8.27MiB / 3.871GiB, 0.21%, 6.35MB / 4.67MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.08%, 4.332MiB / 125MiB, 3.47%, 21.5kB / 11.4kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 124.92%, 12.11MiB / 3.871GiB, 0.31%, 4.6MB / 6.33MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 3.02kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 8.24kB / 9.52kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 4.23kB / 1.54kB, 4.57MB / 0B
